# barcodes already looked up on Open Pet Food Facts (barcode;date;result) - delete a line to look it up again
8720387658190;2026-09-26;none
8720604240009;2026-09-26;none
8720604240016;2026-09-26;none
8720604240078;2026-09-26;none
8720604240085;2026-09-26;none
8720604240221;2026-09-26;none
8720604240276;2026-09-26;none
8720604240283;2026-09-26;none
8720604240405;2026-09-26;none
8720604240412;2026-09-26;none
8720604240429;2026-09-26;none
8720604240436;2026-09-26;none
8720604240443;2026-09-26;none
8720604240450;2026-09-26;none
8720604240467;2026-09-26;none
8720604240474;2026-09-26;none
8720604240498;2026-09-26;none
8720604240511;2026-09-26;none
8720604240559;2026-09-26;none
8720604240689;2026-09-26;none
8720604240696;2026-09-26;none
8720604240702;2026-09-26;none
8720604241532;2026-09-26;none
8720604242034;2026-09-26;none
8720604242041;2026-09-26;none
8720604242058;2026-09-26;none
8720604242065;2026-09-26;none
8720604242072;2026-09-26;none
8720604242089;2026-09-26;none
8720604242096;2026-09-26;none
8720604242102;2026-09-26;none
8720604242133;2026-09-26;none
8720604242164;2026-09-26;none
8720604242195;2026-09-26;none
8720604242225;2026-09-26;none
8720604242232;2026-09-26;none
8720604242249;2026-09-26;none
8720604242256;2026-09-26;none
8720604242263;2026-09-26;none
8720604242362;2026-09-26;none
8720604242935;2026-09-26;none
8720726370004;2026-09-26;none
8720726370103;2026-09-26;none
8720726370141;2026-09-26;none
8720726370189;2026-09-26;none
8720726370295;2026-09-26;none
8853301003506;2026-09-26;photo
9003579000359;2026-09-26;none
9003579000403;2026-09-26;none
9003579000489;2026-09-26;photo
9003579000519;2026-09-26;photo
9003579000748;2026-09-26;none
9003579000762;2026-09-26;none
9003579001165;2026-09-26;none
9003579001202;2026-09-26;none
9003579001240;2026-09-26;none
9003579001431;2026-09-26;none
9003579001509;2026-09-26;none
9003579001578;2026-09-26;none
9003579003831;2026-09-26;photo
9003579006146;2026-09-26;photo
9003579007129;2026-09-26;photo
9003579007167;2026-09-26;photo
9003579008201;2026-09-26;photo
9003579008249;2026-09-26;photo
9003579008287;2026-09-26;photo
9003579008324;2026-09-26;photo
9003579008362;2026-09-26;photo
9003579008409;2026-09-26;photo
9003579008447;2026-09-26;none
9003579008485;2026-09-26;none
9003579008522;2026-09-26;none
9003579008690;2026-09-26;none
9003579008737;2026-09-26;photo
9003579008775;2026-09-26;photo
9003579008812;2026-09-26;photo
9003579008850;2026-09-26;none
9003579009376;2026-09-26;none
9003579009413;2026-09-26;none
9003579009451;2026-09-26;photo
9003579010013;2026-09-26;none
9003579010051;2026-09-26;none
9003579010129;2026-09-26;none
9003579010358;2026-09-26;none
9003579011423;2026-09-26;photo
9003579011522;2026-09-26;none
9003579011980;2026-09-26;photo
9003579013397;2026-09-26;photo
9003579013410;2026-09-26;photo
9003579013557;2026-09-26;none
9003579013601;2026-09-26;none
9003579013694;2026-09-26;none
9003579013748;2026-09-26;none
9003579013793;2026-09-26;none
9003579013861;2026-09-26;photo
9003579013977;2026-09-26;photo
9003579014899;2026-09-26;photo
9003579015445;2026-09-26;none
9003579015476;2026-09-26;none
9003579015643;2026-09-26;none
9003579015759;2026-09-26;none
9003579015872;2026-09-26;none
9003579015902;2026-09-26;photo
9003579016800;2026-09-26;none
9003579018507;2026-09-26;none
9003579018859;2026-09-26;none
9003579018934;2026-09-26;photo
9003579019030;2026-09-26;photo
9003579021941;2026-09-26;none
9003579022337;2026-09-26;none
9003579022382;2026-09-26;none
9003579026595;2026-09-26;none
9003579026625;2026-09-26;none
9003579028957;2026-09-26;none
9003579305461;2026-09-26;none
9003579305478;2026-09-26;none
9003579307298;2026-09-26;none
9003579307717;2026-09-26;photo
9003579308004;2026-09-26;none
9003579308707;2026-09-26;none
9003579308721;2026-09-26;none
9003579308738;2026-09-26;none
9003579308745;2026-09-26;photo
9003579309445;2026-09-26;photo
9003579309452;2026-09-26;none
9003579309469;2026-09-26;photo
9003579309544;2026-09-26;photo
9003579309568;2026-09-26;none
9003579309698;2026-09-26;none
9003579310113;2026-09-26;none
9003579310175;2026-09-26;photo
9003579310182;2026-09-26;none
9003579310625;2026-09-26;none
9003579310632;2026-09-26;rejected
9003579311004;2026-09-26;none
9003579311295;2026-09-26;photo
9003579311462;2026-09-26;photo
9003579311479;2026-09-26;photo
9003579311486;2026-09-26;none
9003579311493;2026-09-26;none
9003579311509;2026-09-26;none
9003579311615;2026-09-26;none
9003579311660;2026-09-26;photo
9003579311783;2026-09-26;photo
9003579311790;2026-09-26;none
9003579311806;2026-09-26;none
9003579311813;2026-09-26;none
9003579311844;2026-09-26;photo
9003579311851;2026-09-26;none
