"ean";"naam";"merk";"doeldier";"voertype";"levensfase";"categorie";"ingredienten";"analyse";"verpakking";"prijs";"bol_url";"afbeelding";"bron";"url";"opmerking"
"8713595770075";"Prins Veterinary Diet Vitalcare Diet Renal Support";"Prins Veterinary Diet";"Kat";"Droogvoer";"Volwassen";"Dieetvoer (dierenarts)";"Samenstelling: rijst, gedehydreerd gevogelte, aardappeleiwit, gevogeltevet, maïsgluten, zalmolie (5%), gedroogde bietenpulp, mineralen (kaliumchloride, calciumcarbonaat, natriumchloride), gehydrolyseerde kippenlever, plantaardig vet.";"Analytische bestanddelen: Vocht 8,0%, Ruw eiwit 24,0%, Ruw vet 18,0%, Essentiële vetzuren 4,0%, Ruwe as 5,5%, Ruwe celstof 1,3%. Mineralen: Calcium 0,6%, Fosfor 0,4%, Kalium 1,0%, Magnesium 0,06%, Natrium 0,3%, Koper 5,5mg.";"";;;;"scraped";"https://www.petsplace.nl/prins-veterinary-diet-vitalcare-diet-renal-support-kattenvoer-m-8713595770075-pps";
"8713595740078";"Prins Veterinary Diet Vitalcare Gewichtsverlies/Diabeet";"Prins Veterinary Diet";"Kat";"Droogvoer";"Volwassen";"Dieetvoer (dierenarts)";"Samenstelling: dierlijk eiwitextract, gedehydreerd gevogelte, gerst, maïs, cellulose, maïsgluten, gedroogde bietenpulp, gedroogde aardappel, gevogeltevet, erwten, gedroogde appel, rundvet, gist, gehydrolyseerde kippenlever, zalmolie, inuline, mineralen.";"Analytische bestanddelen: Vocht 8,0%, Ruw eiwit 34,0%, Ruw vet 12,0%, Essentiële vetzuren 2,0%, Zetmeel 19,0%, Suikers totaal 1,6%, Overige koolhydraten 27,5%, Ruwe as 6,5%, Ruwe celstof 12,0%, Energie 3290 kcal/kg. Mineralen: Calcium 1,1%, Fosfor 0,9%, Kalium 0,6%, Magnesium 0,1%, Natrium 0,4%";"";;;;"scraped";"https://www.petsplace.nl/prins-veterinary-diet-vitalcare-gewichtsverlies-diabeet-kattenvoer-m-8713595740078-pps";
"8713595730079";"Prins Veterinary Diet Vitalcare Huid & Darmkanaal";"Prins Veterinary Diet";"Kat";"Droogvoer";"Volwassen";"Dieetvoer (dierenarts)";"Samenstelling: rijst, gedehydreerde eend (21,0%), aardappeleiwit (11,0%), gevogelte vet, gedroogde bietenpulp, rundvet, zalmolie, gehydrolyseerde lever, mineralen, mannanoligosacharide (MOS) (0,5%), inuline (0,5%).";"Analytische bestanddelen: Vocht 8,0%, Ruw eiwit 27,0%, Ruw vet 20,0%, Essentiële vetzuren 4,0%, Ruwe as 7,0%, Ruwe celstof 2,5%, Linolzuur 3,0%. Mineralen: Calcium 1,0%, Fosfor 0,8%, Kalium 0,6%, Magnesium 0,08%, Natrium 0,2%.";"";;;;"scraped";"https://www.petsplace.nl/prins-veterinary-diet-vitalcare-huid-darmkanaal-kattenvoer-m-8713595730079-pps";
"8713595750077";"Prins Veterinary Diet Vitalcare Struviet Calciumoxalate";"Prins Veterinary Diet";"Kat";"Droogvoer";"Volwassen";"Dieetvoer (dierenarts)";"Samenstelling: dierlijk eiwitextract, gerst, rijst, maïs, rundvet, aardappelzetmeel, maïsgluten, gedroogde appel, gevogeltevet, erwten, aardappeleiwit, gedehydreerd gevogelte, gehydrolyseerde kippenlever, gist, zalmolie, plantaardig vet, gedehydreerd hemoglobine, mannanoligosachariden (MOS).";"Analytische bestanddelen: Vocht 8,0%, Ruw eiwit 25,0%, Ruw vet 20,0%, Ruwe as 6,0%, Ruwe celstof 3,0%, Taurine totaal 0,25%, Hydroxyproline 0,75%, Totaal vitaminen D 1.610 IE/kg. Mineralen: Calcium 0,5%, Fosfor 0,5%, Kalium 0,7%, Magnesium 0,06%, Natrium 0,6%, Chloride 1,4%, Zwavel 0,28%.";"";;;;"scraped";"https://www.petsplace.nl/prins-veterinary-diet-vitalcare-struviet-calciumoxalate-kattenvoer-m-8713595750077-pps";
"7613033569340";"Pro Plan Cat Adult Kip&Rijst";"Pro Plan";"Kat";"Droogvoer";"Volwassen";"Volledig";"Gewicht: 400 g. Smaak: Kip&Rijst.";"";"";;;;"scraped";"https://www.petsplace.nl/pro-plan-cat-adult-kattenvoer-m-7613033569340-pps";
"7613033569463";"Pro Plan Cat Adult Zalm";"Pro Plan";"Kat";"Droogvoer";"Volwassen";"Volledig";"Gewicht: 1.5 kg. Smaak: Zalm.";"";"";;;;"scraped";"https://www.petsplace.nl/pro-plan-cat-adult-kattenvoer-m-7613033569463-pps";
"3222270776431";"Pro Plan Cat Blik Adult - Kip 85 g";"Pro Plan";"Kat";"Natvoer";"Senior";"Volledig";"Bevat alle essentiële voedingsstoffen voor een lang en gezond leven";"Bevordert de darm-, nier- en huidfuncties en versterkt het afweersysteem dankzij een formule rijk aan prebiotica, vitaminen en mineralen.";"85 g";;;;"scraped";"https://www.petsplace.nl/pro-plan-cat-blik-adult-kattenvoer-3222270776431-pps";
"3222270189927";"Pro Plan Cat Blik Delicate - Kalkoen 85 g";"Pro Plan";"Kat";"Natvoer";"Senior";"Volledig";"Geschikt voor kieskeurige katten of katten met spijsverterings- of huidproblemen.";"Bevordert de darm-, nier- en huidfuncties en versterkt het afweersysteem dankzij een formule rijk aan prebiotica, vitaminen en mineralen.";"85 g";;;;"scraped";"https://www.petsplace.nl/pro-plan-cat-blik-delicate-kattenvoer-3222270189927-pps";
"7613033568619";"Pro Plan Cat Blik Kitten - Kip Lever 85 g";"Pro Plan";"Kat";"Natvoer";"Jong (puppy/kitten)";"Volledig";"Bevordert de gezondheid van het darmstelsel en helpt irritaties te verminderen bij kittens";"Bevordert de darm-, nier- en huidfuncties en versterkt het afweersysteem dankzij een formule rijk aan prebiotica, vitaminen en mineralen.";"85 g";;;;"scraped";"https://www.petsplace.nl/pro-plan-cat-blik-kitten-kattenvoer-7613033568619-pps";
"7613033568558";"Pro Plan Cat Blik Sterilised - Vis Zalm 85 g";"Pro Plan";"Kat";"Natvoer";"Senior";"Volledig";"Speciale mix van aminozuren, essentiële vetzuren en antioxidanten die de nierfunctie ondersteunen.";"Bevordert de darm-, nier- en huidfuncties en versterkt het afweersysteem dankzij een formule rijk aan prebiotica, vitaminen en mineralen.";"85 g";;;;"scraped";"https://www.petsplace.nl/pro-plan-cat-blik-sterilised-kattenvoer-7613033568558-pps";
"7613033568589";"Pro Plan Cat Blik Vital Age 7plus - Tonijn 85 g";"Pro Plan";"Kat";"Natvoer";"Senior";"Volledig";"Samenstelling:Vlees en dierlijke bijproducten, Vis en visbijproducten (waarvan tonijn 4%), Oliën en vetten, Mineralen, Plantaardige bijproducten, Groenten, Suiker.";"Analytische bestanddelen:Vocht: 75%,Eiwit: 11%,Vetgehalte: 7,5%,Ruwe as: 2,8%,Ruwe celstof: 0,2%.";"85 g";;;;"scraped";"https://www.petsplace.nl/pro-plan-cat-blik-vital-age-7plus-kattenvoer-7613033568589-pps";
"7613033462917";"Pro Plan Cat Derma Plus Zalm";"Pro Plan";"Kat";"Droogvoer";"Volwassen";"Volledig";"ingrediënten: zalm (16%), maïsglutenmeel, tarwe, erwt eiwit concentraat, maïs, dierlijk vet, tarweglutenmeel, gedroogd zalmeiwit, gedroogde bietenpulp, gedroogd ei, mineralen, gedroogde cichoreiwortel* (2%), digest, gist.";"";"";;;;"scraped";"https://www.petsplace.nl/pro-plan-cat-derma-plus-kattenvoer-m-7613033462917-pps";
"7613036529150";"Pro Plan Cat Elegant - Zalm 1.5 kg";"Pro Plan";"Kat";"Droogvoer";"Alle leeftijden";"Volledig";"Samenstelling: Zalm van hoge kwaliteit (15%) (inclusief kop, beenderen, vlees), tarwe, tarwegluten, maïseiwitmeel, gedroogd zalmeiwit, dierlijke vetten, gedroogde plantaardige vezels, maïs, gedroogd ei, gedroogde bietenpulp, maïsgrutten, mineralen, gedroogde cichoreiwortel, digest, gist.";"Analytische bestanddelen: Eiwit: 36,0%, Vetgehalte: 16,0%, Ruwe as: 7,0%, Ruwe celstof: 5,5%, omega 3-vetzuren: 0,6%, omega 6-vetzuren: 2,0%.";"1.5 kg";;;;"scraped";"https://www.petsplace.nl/pro-plan-cat-elegant-kattenvoer-7613036529150-pps";
"7613033569401";"Pro Plan Cat Housecat Kip&Rijst";"Pro Plan";"Kat";"Droogvoer";"Volwassen";"Volledig";"Gewicht: 1.5 kg. Smaak: Kip&Rijst.";"";"";;;;"scraped";"https://www.petsplace.nl/pro-plan-cat-housecat-kattenvoer-m-7613033569401-pps";
