"ean";"naam";"merk";"doeldier";"voertype";"levensfase";"categorie";"ingredienten";"analyse";"verpakking";"prijs";"bol_url";"afbeelding";"bron";"url";"opmerking"
"9003579008485";"Royal Canin Maxi Adult Natvoer - 10x140 g";"Royal Canin";"Hond";"Natvoer";"Volwassen";"Volledig";"Vlees en dierlijke bijproducten, oliën en vetten, granen, plantaardige bijproducten, plantaardige eiwitextracten, mineralen, schaal- en weekdieren, suiker";"Ruw eiwit: 7.50 %, Ruw vet: 5.50 %, Ruwe as: 1.50 %, Ruwe celstof: 1.40 %, Vochtgehalte: 81.00 %, Omega-3 vetzuren: 0.10 g, EPA/DHA: 0.08 g";"10x140 g";;;;"scraped";"https://www.petsplace.nl/royal-canin-maxi-adult-natvoer-hondenvoer-9003579008485-pps";
"3182550803113";"Royal Canin Maxi Ageing 8+";"Royal Canin";"Hond";"Droogvoer";"Senior";"Volledig";"Gedehydreerde gevogelte-eiwitten, rijst, dierlijke vetten, tarwe, tarwemeel, maïs, maïsgluten, hydrolysaat van dierlijke eiwitten, isolaat van plantaardige eiwitten*, bietenpulp, plantaardige vezels, mineralen, visolie, gist, sojaolie, tomaat (bron van lycopeen), psylliumschil en psylliumzaden, fructo-oligo-sacchariden, hydrolysaat van schaaldieren (bron van glucosamine), bernagieolie, extracten uit groene thee en druiven (bron van polyfenolen), tagetes (afrikaan) extract (bron van luteïne), hydrolysaat van kraakbeen (bron van chondroïtine) *l.i.p.: hoogwaardige eiwitten die zeer goed verteerbaar zijn.";"Ruw eiwit: 27.00 %, Ruw vet: 17.00 %, Ruwe as: 5.70 %, Ruwe celstof: 2.70 %, EPA/DHA: 4.00 g";"";;;;"scraped";"https://www.petsplace.nl/royal-canin-maxi-ageing-8-hondenvoer-m-3182550803113-pps";
"9003579008522";"Royal Canin Maxi Ageing 8+ Natvoer - 10x140 g";"Royal Canin";"Hond";"Natvoer";"Senior";"Volledig";"Vlees en dierlijke bijproducten, granen, plantaardige bijproducten, oliën en vetten, plantaardige eiwitextracten, mineralen, groenten, suiker, schaal- en weekdieren";"Ruw eiwit: 8.00 %, Ruw vet: 5.50 %, Ruwe as: 1.40 %, Ruwe celstof: 1.40 %, Vochtgehalte: 81.00 %, EPA/DHA: 0.12 g";"10x140 g";;;;"scraped";"https://www.petsplace.nl/royal-canin-maxi-ageing-8-natvoer-hondenvoer-9003579008522-pps";
"9003579008447";"Royal Canin Maxi Natvoer - Puppy-Hondenvoer - 10x140 g";"Royal Canin";"Hond";"Natvoer";"Jong (puppy/kitten)";"Volledig";"Vlees en dierlijke bijproducten, granen, plantaardige eiwitextracten, oliën en vetten, plantaardige bijproducten, mineralen, gist.";"Ruw eiwit: 8,3%-Ruw vet: 5,0%-Ruwe as: 2,0%-Ruwe celstof: 1,2%-Vochtgehalte: 79,7%-Omega-3 vetzuur (DHA): 0,04%-Vitamine E: 150mg/kg-Vitamine C: 85mg/kg. Vitamine D3: 150IE, IJzer (3b103): 5mg, Jodium (3b202): 0,34mg, Koper (3b405, 3b406): 2,7mg, Mangaan (3b502, 3b503, 3b504): 1,4mg, Zink (3b603, 3b605, 3b606): 14mg-Technologische";"10x140 g";;;;"scraped";"https://www.petsplace.nl/royal-canin-maxi-natvoer-puppy-hondenvoer-9003579008447-pps";
"3182550778787";"Royal Canin Maxi Starter Mother & Babydog - Puppy-Hondenvoer - 15 kg";"Royal Canin";"Hond";"Droogvoer";"Jong (puppy/kitten)";"Volledig";"Rijst, gedehydreerde gevogelte-eiwitten, dierlijke vetten, tarwegluten*, maïs, gehydrolyseerde dierlijke eiwitten, mineralen, bietenpulp, sojaolie, plantaardige vezels, visolie, psylliumschil en psylliumzaden, fructo-oligosacchariden, gehydrolyseerd gist (bron van manno-oligosacchariden en bèta-glucanen) (0,30%), algenolie Schizochytrium sp. (bron van DHA), zout van boterzuur, tagetes meel.";"Ruw eiwit: 30,0%-Ruw vet: 22,0%-Ruwe as: 8,4%-Ruwe celstof: 1,8%-Omega-3 vetzuur (DHA): 0,19%-Vitamine E: 500mg/kg-Vitamine C: 400mg/kg. Metaboliseerbare energie: 4.173kcal/kg Vitamine A: 18.500IE, Vitamine D3: 1.200IE, IJzer (3b103): 42mg, Jodium (3b201, 3b202): 4,2mg, Koper (3b405, 3b406): 13mg, Mangaan (3b502, 3b504): 55mg, Zink (3b603, 3b605, 3b606): 136mg, Selenium (3b801, 3b811, 3b812): 0,06mg-Technologische";"15 kg";;;;"scraped";"https://www.petsplace.nl/royal-canin-maxi-starter-mother-babydog-puppy-hondenvoer-3182550778787-pps";
"3182550778770";"Royal Canin Maxi Starter Mother & Babydog - Puppy-Hondenvoer - 4 kg";"Royal Canin";"Hond";"Droogvoer";"Jong (puppy/kitten)";"Volledig";"Rijst, gedehydreerde gevogelte-eiwitten, dierlijke vetten, tarwegluten*, maïs, gehydrolyseerde dierlijke eiwitten, mineralen, bietenpulp, sojaolie, plantaardige vezels, visolie, psylliumschil en psylliumzaden, fructo-oligosacchariden, gehydrolyseerd gist (bron van manno-oligosacchariden en bèta-glucanen) (0,30%), algenolie Schizochytrium sp. (bron van DHA), zout van boterzuur, tagetes meel.";"Ruw eiwit: 30,0%-Ruw vet: 22,0%-Ruwe as: 8,4%-Ruwe celstof: 1,8%-Omega-3 vetzuur (DHA): 0,19%-Vitamine E: 500mg/kg-Vitamine C: 400mg/kg. Metaboliseerbare energie: 4.173kcal/kg Vitamine A: 18.500IE, Vitamine D3: 1.200IE, IJzer (3b103): 42mg, Jodium (3b201, 3b202): 4,2mg, Koper (3b405, 3b406): 13mg, Mangaan (3b502, 3b504): 55mg, Zink (3b603, 3b605, 3b606): 136mg, Selenium (3b801, 3b811, 3b812): 0,06mg-Technologische";"4 kg";;;;"scraped";"https://www.petsplace.nl/royal-canin-maxi-starter-mother-babydog-puppy-hondenvoer-3182550778770-pps";
"3182550708180";"Royal Canin Medium - Puppy-Hondenvoer";"Royal Canin";"Hond";"Droogvoer";"Jong (puppy/kitten)";"Volledig";"Gedehydreerde gevogelte-eiwitten, dierlijke vetten, gedehydreerde runder-en varkenseiwitten, maïs, tarwemeel, bietenpulp, rijst, gehydrolyseerde dierlijke eiwitten, maïsmeel, tarwe, maïsgluten, tarwegluten*, mineralen, sojaolie, gistproducten, visolie, fructo-oligosacchariden, gehydrolyseerd gist (bron van manno-oligosacchariden en bèta-glucanen) (0,29%), algenolie Schizochytrium sp. (bron van DHA), sap van Yucca schidigera, tagetesmeel.";"Ruw eiwit: 32,0%-Ruw vet: 20,0%-Ruwe as: 8,2%-Ruwe celstof: 1,7%-Omega-3 vetzuur (DHA): 0,17%-Vitamine E: 500mg/kg-Vitamine C: 400mg/kg. Metaboliseerbare energie: 4.102kcal/kg. Vitamine A: 15.500IE, Vitamine D3: 1.000IE, IJzer (3b103): 37mg, Jodium (3b201, 3b202): 3,7mg,Koper (3b405, 3b406): 11mg, Mangaan (3b502, 3b504): 48mg, Zink (3b603, 3b605, 3b606): 128mg, Selenium (3b801, 3b811, 3b812): 0,07mg-Technologische toevoegingsmiddelen: Clinoptiloliet van sedimentaire oorsprong: 10g-Conserveermiddelen-Antioxidanten.";"";;;;"scraped";"https://www.petsplace.nl/royal-canin-medium-puppy-hondenvoer-m-3182550708180-pps";
"3182551055825";"Royal Canin Medium Adult";"Royal Canin";"Hond";"Droogvoer";"Volwassen";"Volledig";"Gedehydreerde gevogelte-eiwitten, maïs, maïsmeel, tarwemeel, dierlijke vetten, gedehydreerd runder-en varkenseiwit*, tarwe, hydrolysaat van dierlijke eiwitten, bietenpulp, visolie, mineralen, sojaolie, gist en delen daarvan, hydrolysaat van gist (bron van Manno-Oligo-Sacchariden (0,05%)).";"Ruw eiwit: 25,0% - Ruwe celstof: 1,4% - Ruw vet: 14,0% - Ruwe as: 6,3%";"";;;;"scraped";"https://www.petsplace.nl/royal-canin-medium-adult-hondenvoer-m-3182551055825-pps";
"3182550708197";"Royal Canin Medium Adult";"Royal Canin";"Hond";"Droogvoer";"Volwassen";"Volledig";"Gedehydreerde gevogelte-eiwitten, maïsmeel, maïs, tarwemeel, dierlijke vetten, gedehydreerd varkenseiwit, tarwe, hydrolysaat van dierlijke eiwitten, bietenpulp, visolie, sojaolie, gist, mineralen, hydrolysaat van gist (bron van manno-oligo-sacchariden)";"Ruw vet: 14.00 %, Ruwe as: 5.90 %, Ruwe celstof: 1.20 %, Manno-Oligo-Sacchariden: 0.50 g, Omega-3 vetzuren: 6.00 g, EPA/DHA: 3.10 g, Ruw eiwit: 25.00 %";"";;;;"scraped";"https://www.petsplace.nl/royal-canin-medium-adult-hondenvoer-m-3182550708197-pps";
"3182550708203";"Royal Canin Medium Adult 7+";"Royal Canin";"Hond";"Droogvoer";"Senior";"Volledig";"Gedehydreerde gevogelte-eiwitten, rijst, maïs, tarwemeel, dierlijke vetten, maïsmeel, isolaat van plantaardige eiwitten*, tarwe, hydrolysaat van dierlijke eiwitten, bietenpulp, visolie, sojaolie, gist, mineralen, fructo-oligo-sacchariden, psylliumschil en psylliumzaden, hydrolysaat van gist (bron van manno-oligo-sacchariden), bernagieolie, tagetes (afrikaan) extract (bron van luteïne), extracten uit groene thee en druiven (bron van polyfenolen) *l.i.p.: hoogwaardige eiwitten die zeer goed verteerbaar zijn.";"Ruw eiwit: 25.00 %, Ruw vet: 14.00 %, Ruwe as: 4.90 %, Ruwe celstof: 1.50 %, EPA/DHA: 4.00 g";"";;;;"scraped";"https://www.petsplace.nl/royal-canin-medium-adult-7-hondenvoer-m-3182550708203-pps";
"9003579008362";"Royal Canin Medium Adult Natvoer - 10x140 g";"Royal Canin";"Hond";"Natvoer";"Volwassen";"Volledig";"Vlees en dierlijke bijproducten, oliën en vetten, granen, plantaardige bijproducten, plantaardige eiwitextracten, mineralen, gist, suiker";"Ruw eiwit: 7.50 %, Ruw vet: 5.50 %, Ruwe as: 1.60 %, Ruwe celstof: 1.10 %, Vochtgehalte: 81.00 %, Omega-3 vetzuren: 0.10 g, EPA/DHA: 0.08 g";"10x140 g";;;;"scraped";"https://www.petsplace.nl/royal-canin-medium-adult-natvoer-hondenvoer-9003579008362-pps";
"3182550802734";"Royal Canin Medium Ageing 10+";"Royal Canin";"Hond";"Droogvoer";"Senior";"Volledig";"rijst, gedehydreerde gevogelte-eiwitten, tarwe, tarwemeel, dierlijke vetten, maïs, maïsgluten, hydrolysaat van dierlijke eiwitten, bietenpulp, isolaat van plantaardige eiwitten*, visolie, tomaat (bron van lycopeen), gist, sojaolie, psylliumschil en psylliumzaden, Fructo-Oligo-Sacchariden, mineralen, hydrolysaat van gist (bron van Manno-Oligo-Sacchariden), bernagieolie, extracten uit groene thee en druiven (bron van polyfenolen), hydrolysaat van schaaldieren (bron van glucosamine), Tagetes (Afrikaan) extract (bron van luteïne), hydrolysaat van kraakbeen (bron van chondroïtine) *L.I.P.: hoogwaardige eiwitten die zeer goed verteerbaar zijn.";"Ruw eiwit: 26.00 %, Ruw vet: 14.00 %, Ruwe as: 4.70 %, Ruwe celstof: 1.70 %, EPA/DHA: 4.00 g";"";;;;"scraped";"https://www.petsplace.nl/royal-canin-medium-ageing-10-hondenvoer-m-3182550802734-pps";
"9003579008409";"Royal Canin Medium Ageing 10+ Natvoer - 10x140 g";"Royal Canin";"Hond";"Natvoer";"Senior";"Volledig";"Vlees en dierlijke bijproducten, oliën en vetten, granen, plantaardige bijproducten, plantaardige eiwitextracten, groenten, suiker, schaal- en weekdieren, mineralen, gist";"Ruw eiwit: 8.00 %, Ruw vet: 5.50 %, Ruwe as: 1.50 %, Ruwe celstof: 0.90 %, Vochtgehalte: 80.50 %, EPA/DHA: 0.12 g";"10x140 g";;;;"scraped";"https://www.petsplace.nl/royal-canin-medium-ageing-10-natvoer-hondenvoer-9003579008409-pps";
"9003579008324";"Royal Canin Medium Natvoer - Puppy-Hondenvoer - 10x140 g";"Royal Canin";"Hond";"Natvoer";"Jong (puppy/kitten)";"Volledig";"Vlees en dierlijke bijproducten, oliën en vetten, granen, plantaardige eiwitextracten, mineralen, plantaardige bijproducten, gist.";"Ruw eiwit: 8,4%-Ruw vet: 6,0%-Ruwe as: 2,0%-Ruwe celstof: 1,0%-Vochtgehalte: 78,4%-Omega-3 vetzuur (DHA): 0,047%-Vitamine E: 160mg/kg-Vitamine C: 95mg/kg. Vitamine D3: 150IE, IJzer (3b103): 6mg, Jodium (3b202): 0,34mg, Koper (3b405, 3b406): 2,7mg, Mangaan (3b502, 3b503, 3b504): 1,9mg, Zink (3b603, 3b605, 3b606): 19mg-Technologische";"10x140 g";;;;"scraped";"https://www.petsplace.nl/royal-canin-medium-natvoer-puppy-hondenvoer-9003579008324-pps";
"3182550778725";"Royal Canin Medium Starter Mother & Babydog - Puppy-Hondenvoer";"Royal Canin";"Hond";"Droogvoer";"Jong (puppy/kitten)";"Volledig";"Gedehydreerde gevogelte-eiwitten, rijst, dierlijke vetten, tarwegluten*, maïs, bietenpulp, gehydrolyseerde dierlijke eiwitten, mineralen, sojaolie, visolie, fructo-oligosacchariden, gehydrolyseerd gist (bron van manno-oligosacchariden en bèta-glucanen) (0,30%), algenolie Schizochytrium sp. (bron van DHA), zout van boterzuur, tagetes meel.";"Ruw eiwit: 30,0%-Ruw vet: 22,0%-Ruwe as: 8,3%-Ruwe celstof: 1,3%-Omega-3 vetzuur (DHA): 0,20%-Vitamine E: 500mg/kg-Vitamine C: 400mg/kg. Metaboliseerbare energie: 4.216kcal/kg. Vitamine A: 18.500IE, Vitamine D3: 1.200IE, IJzer (3b103): 40mg, Jodium (3b201, 3b202): 4mg, Koper (3b405, 3b406): 12mg, Mangaan (3b502, 3b504): 52mg, Zink (3b603, 3b605, 3b606): 131mg, Selenium (3b801, 3b811, 3b812): 0,07mg-Technologische toevoegingsmiddelen: Clinoptiloliet van sedimentaire oorsprong: 10g-Conserveermiddelen-Antioxidanten.";"";;;;"scraped";"https://www.petsplace.nl/royal-canin-medium-starter-mother-babydog-puppy-hondenvoer-m-3182550778725-pps";
"3182550793001";"Royal Canin Mini - Puppy-Hondenvoer";"Royal Canin";"Hond";"Droogvoer";"Jong (puppy/kitten)";"Volledig";"Gedehydreerde gevogelte-eiwitten, rijst, dierlijke vetten, tarwegluten*, maïs, gedehydreerde runder-en varkenseiwitten, bietenpulp,maïsmeel, gehydrolyseerde dierlijke eiwitten, mineralen, maïsgluten, sojaolie, visolie, fructo-oligosacchariden, gehydrolyseerd gist (bron van manno-oligosacchariden en bèta-glucanen) (0,30%), algenolie Schizochytrium sp. (bron van DHA), sap van Yucca schidigera, tagetes meel.";"Ruw eiwit: 31,0%-Ruw vet: 20,0%-Ruwe as: 7,8%-Ruwe celstof: 1,5%-Omega-3 vetzuur (DHA): 0,17%-Vitamine E: 530mg/kg-Vitamine C: 390mg/kg. Metaboliseerbare energie: 4.072kcal/kg. Vitamine A: 21.500IE, Vitamine D3: 1.000IE, IJzer (3b103): 41mg, Jodium (3b201, 3b202): 4,1mg, Koper (3b405, 3b406): 13mg, Mangaan (3b502, 3b504): 53mg, Zink (3b603, 3b605, 3b606): 131mg, Selenium (3b801, 3b811, 3b812): 0,06mg-Technologische toevoegingsmiddelen: Clinoptiloliet van sedimentaire oorsprong: 10g-Conserveermiddelen-Antioxidanten.";"";;;;"scraped";"https://www.petsplace.nl/royal-canin-mini-puppy-hondenvoer-m-3182550793001-pps";
"3182551055672";"Royal Canin Mini Adult";"Royal Canin";"Hond";"Droogvoer";"Volwassen";"Volledig";"Maïs, Maïsmeel, gedehydreerde gevogelte-eiwitten, gedehydreerd runder-en varkenseiwit*, dierlijke vetten, hydrolysaat van dierlijke eiwitten, Maïsgluten, bietenpulp, rijst, tarwe, isolaat van plantaardige eiwitten*, mineralen, visolie, sojaolie, gist en delen daarvan, Fructo-Oligo-Sacchariden.";"";"";;;;"scraped";"https://www.petsplace.nl/royal-canin-mini-adult-hondenvoer-m-3182551055672-pps";
"3182550831383";"Royal Canin Mini Adult 8+";"Royal Canin";"Hond";"Droogvoer";"Senior";"Volledig";"maïs, rijst, gedehydreerd gevogeltevlees, dierlijke vetten, maïsgluten, maïsmeel, isolaat van plantaardige eiwitten*, hydrolysaat van dierlijke eiwitten, bietenpulp, sojaolie, mineralen, gist, visolie, Fructo-Oligo-Sacchariden, bernagieolie, extracten uit groene thee en druiven (bron van polyfenolen), Tagetes (Afrikaan) extract (bron van luteïne) *L.I.P.: hoogwaardige eiwitten die zeer goed verteerbaar zijn.";"Ruw vet: 16.00 %, Ruwe as: 4.70 %, Ruwe celstof: 1.50 %, Ruw eiwit: 27.00 %";"";;;;"scraped";"https://www.petsplace.nl/royal-canin-mini-adult-8-hondenvoer-m-3182550831383-pps";
"9003579311486";"Royal Canin Mini Adult Beauty Wet - 195 g";"Royal Canin";"Hond";"Natvoer";"Volwassen";"Volledig";"Gewicht: 195 g. ingrediënten: Vlees en dierlijke bijproducten, granen, plantaardige bijproducten, mineralen, oliën en vetten.";"Analyse: Ruw eiwit: 9.60% - Ruw vet: 6.40% - Ruwe as: 2.00% - Ruwe celstof: 2.00% - Vocht: 74.00%";"195 g";;;;"scraped";"https://www.petsplace.nl/royal-canin-mini-adult-beauty-wet-hondenvoer-9003579311486-pps";
"9003579311493";"Royal Canin Mini Adult Light Wet - 195 g";"Royal Canin";"Hond";"Natvoer";"Volwassen";"Volledig";"Gewicht: 195 g. ingrediënten: Vlees en dierlijke bijproducten, granen, plantaardige bijproducten, mineralen. Aanbeveling Geef de voeding droog en volg de voedingstabel op de verpakking. Zorg altijd voor voldoende vers drinkwater.";"";"195 g";;;;"scraped";"https://www.petsplace.nl/royal-canin-mini-adult-light-wet-hondenvoer-9003579311493-pps";
"9003579008249";"Royal Canin Mini Adult Natvoer - 12x85 g";"Royal Canin";"Hond";"Natvoer";"Volwassen";"Volledig";"Vlees en dierlijke bijproducten, granen, oliën en vetten, plantaardige bijproducten, mineralen, suiker";"Ruw eiwit: 7.50 %, Ruw vet: 5.50 %, Ruwe as: 1.60 %, Ruwe celstof: 1.10 %, Vochtgehalte: 81.00 %, EPA/DHA: 0.12 g";"12x85 g";;;;"scraped";"https://www.petsplace.nl/royal-canin-mini-adult-natvoer-hondenvoer-9003579008249-pps";
"3182550793575";"Royal Canin Mini Ageing 12+";"Royal Canin";"Hond";"Droogvoer";"Senior";"Volledig";"Rijst, maïs, gedehydreerd gevogeltevlees, maïsmeel, isolaat van plantaardige eiwitten*, maïsgluten, dierlijke vetten, hydrolysaat van dierlijke eiwitten, bietenpulp, mineralen, visolie, plantaardige vezels, gedehydreerde tomaat (bron van lycopeen), sojaolie, fructo-oligo-sacchariden, hydrolysaat van gist (bron van manno-oligo-sacchariden), bernagieolie, extracten uit groene thee en druiven (bron van polyfenolen), tagetes (afrikaan) extract (bron van luteïne) *l.i.p.: hoogwaardige eiwitten die zeer goed verteerbaar zijn.";"Ruw vet: 14.00 %, Ruwe as: 5.00 %, Ruwe celstof: 2.10 %, EPA/DHA: 4.50 g, Fosfor: 5.00 g, Ruw eiwit: 26.00 %";"";;;;"scraped";"https://www.petsplace.nl/royal-canin-mini-ageing-12-hondenvoer-m-3182550793575-pps";
"9003579008287";"Royal Canin Mini Ageing 12+ Natvoer - 12x85 g";"Royal Canin";"Hond";"Natvoer";"Senior";"Volledig";"Vlees en dierlijke bijproducten, granen, plantaardige eiwitextracten, oliën en vetten, plantaardige bijproducten, mineralen, gist, groenten, suiker";"Ruw eiwit: 8.00 %, Ruw vet: 5.50 %, Ruwe as: 1.30 %, Ruwe celstof: 1.10 %, Vochtgehalte: 80.00 %, Fosfor: 0.16 g, EPA/DHA: 0.12 g";"12x85 g";;;;"scraped";"https://www.petsplace.nl/royal-canin-mini-ageing-12-natvoer-hondenvoer-9003579008287-pps";
"9003579311479";"Royal Canin Mini Junior Wet - Puppy-Hondenvoer - 195 g";"Royal Canin";"Hond";"Natvoer";"Jong (puppy/kitten)";"Volledig";"Gewicht: 195 g. ingrediënten: Vlees en dierlijke bijproducten, granen, oliën en vetten, plantaardige bijproducten, mineralen.";"Analyse: Ruw eiwit: 9.00% - Ruw vet: 6.00% - Ruwe as: 1.50% - Ruwe celstof: 1.00% - Vochtgehalte: 80.00%";"195 g";;;;"scraped";"https://www.petsplace.nl/royal-canin-mini-junior-wet-puppy-hondenvoer-9003579311479-pps";
"9003579311509";"Royal Canin Mini Mature 8plus Wet - 195 g";"Royal Canin";"Hond";"Natvoer";"Senior";"Volledig";"Gewicht: 195 g. ingrediënten: Vlees en dierlijke bijproducten, granen, plantaardige bijproducten, mineralen, oliën, vetten en plantaardige eiwitextracten. Aanbeveling Geef de voeding droog en volg de voedingstabel op de verpakking. Zorg altijd voor voldoende vers drinkwater.";"";"195 g";;;;"scraped";"https://www.petsplace.nl/royal-canin-mini-mature-8plus-wet-hondenvoer-9003579311509-pps";
"9003579008201";"Royal Canin Mini Natvoer - Puppy-Hondenvoer - 12x85 g";"Royal Canin";"Hond";"Natvoer";"Jong (puppy/kitten)";"Volledig";"Vlees en dierlijke bijproducten, oliën en vetten, granen, plantaardige bijproducten, mineralen, gist.";"Ruw eiwit: 8,0%-Ruw vet: 6,0%-Ruwe as: 1,9%-Ruwe celstof: 1,0%-Vochtgehalte: 79,2%-Vitamine E: 150mg/kg-Vitamine C: 100mg/kg-Omega-3 vetzuur (DHA): 0,045%. Vitamine D3: 140IE, IJzer (3b103): 5mg, Jodium (3b202): 0,3mg, Koper (3b405, 3b406): 2,4mg, Mangaan (3b502, 3b503, 3b504): 1,5mg, Zink (3b603, 3b605, 3b606): 15mg-Technologische toevoegingsmiddelen: Clinoptiloliet van sedimentaire oorsprong: 2g.";"12x85 g";;;;"scraped";"https://www.petsplace.nl/royal-canin-mini-natvoer-puppy-hondenvoer-9003579008201-pps";
"3182550932707";"Royal Canin Mini Starter Mother & Babydog - Puppy-Hondenvoer";"Royal Canin";"Hond";"Droogvoer";"Jong (puppy/kitten)";"Volledig";"Gedehydreerde gevogelte-eiwitten, rijst, dierlijke vetten, tarwegluten*, maïs, bietenpulp, gehydrolyseerde dierlijke eiwitten, mineralen, sojaolie, visolie, fructo-oligosacchariden, gehydrolyseerd gist (bron van manno-oligosacchariden en bèta-glucanen) (0,30%), algenolie Schizochytrium sp. (bron van DHA), zout van boterzuur, tagetes meel.";"Ruw eiwit: 30,0% - Ruw vet: 22,0% - Ruwe as: 8,5% - Ruwe celstof: 1,3% - Omega-3 vetzuur (DHA): 0,20% - Vitamine E: 500mg/kg - Vitamine C: 400mg/kg. Metaboliseerbare energie: 4.209kcal/kg. Vitamine A: 18.500IE, Vitamine D3: 1.200IE, IJzer (3b103): 40mg, Jodium (3b201, 3b202): 4mg, Koper (3b405, 3b406): 12mg, Mangaan (3b502, 3b504): 52mg, Zink (3b603, 3b605, 3b606): 131mg, Selenium (3b801, 3b811, 3b812): 0,07mg - Technologische toevoegingsmiddelen: Clinoptiloliet van sedimentaire oorsprong: 10g - Conserveermiddelen - Antioxidanten.";"";;;;"scraped";"https://www.petsplace.nl/royal-canin-mini-starter-mother-babydog-puppy-hondenvoer-m-3182550932707-pps";
"3182550707305";"Royal Canin Mother & Babycat - Kitten-Kattenvoer";"Royal Canin";"Kat";"Droogvoer";"Jong (puppy/kitten)";"Volledig";"Gedehydreerd gevogelte-eiwit, dierlijke vetten, maïsmeel, tarwegluten*, rijst, gehydrolyseerde dierlijke eiwitten, gistproducten, bietenpulp, plantaardige vezels, sojaolie, mineralen, visolie, fructo-oligosacchariden, gehydrolyseerd gist (bron van manno-oligosacchariden en bèta-glucanen) (0,30%), algenolieSchizochytrium sp. (bron van DHA), tagetesmeel.";"Ruw eiwit: 34,0%-Ruw vet: 25,0%-Ruwe as: 7,3%-Ruwe celstof: 1,7%-Vitamine E: 550mg/kg-Vitamine C: 220mg/kg-Omega-3 vetzuur (DHA): 0,19%. Metaboliseerbare energie: 4.437kcal/kg. Vitamine A: 25.500IE, Vitamine D3: 1.000IE, IJzer (3b103): 33mg, Jodium (3b201, 3b202): 3,3mg, Koper (3b405, 3b406): 10mg, Mangaan (3b502, 3b504): 43mg, Zink (3b603, 3b605, 3b606): 130mg, Selenium (3b801, 3b811, 3b812): 0,04mg-Technologische toevoegingsmiddelen: Clinoptiloliet van sedimentaire oorsprong: 5g-Conserveermiddelen-Antioxidanten.";"";;;;"scraped";"https://www.petsplace.nl/royal-canin-mother-babycat-kitten-kattenvoer-m-3182550707305-pps";
"9003579311660";"Royal Canin Mother & Babycat Mousse - Kitten-Kattenvoer - 195 g";"Royal Canin";"Kat";"Natvoer";"Jong (puppy/kitten)";"Volledig";"Vlees en dierlijke bijproducten, oliën en vetten, granen, melk en melkbijproducten, plantaardige bijproducten, mineralen, gist.";"Ruw eiwit: 10,5% / Ruw vet: 5,5% / Ruwe as: 1,7% /Ruwe celstof: 0,8% / Vochtgehalte: 78,7%";"195 g";;;;"scraped";"https://www.petsplace.nl/royal-canin-mother-babycat-mousse-kitten-kattenvoer-9003579311660-pps";
"3182550825405";"Royal Canin Norwegian Forest Cat Adult";"Royal Canin";"Kat";"Droogvoer";"Volwassen";"Volledig";"Gedehydreerde gevogelte-eiwitten, maïs, tarwe, isolaat van plantaardige eiwitten*, dierlijke vetten, maïsgluten, rijst, plantaardige vezels, hydrolysaat van dierlijke eiwitten, tarwemeel, mineralen, cichoreipulp, visolie, sojaolie, psylliumschil en psylliumzaden, fructo-oligo-sacchariden, hydrolysaat van gist (bron van manno-oligo-sacchariden), bernagieolie (0.1%), hydrolysaat van schaaldieren (bron van glucosamine), tagetes (afrikaan) extract (bron van luteïne), hydrolysaat van kraakbeen (bron van chondroïtine) *l.i.p.: hoogwaardige eiwitten die zeer goed verteerbaar zijn.";"Ruw vet: 16.00 %, Ruwe as: 7.60 %, Ruwe celstof: 5.30 %, Omega-3 vetzuren: 9.50 g, Ruw eiwit: 30.00 %";"";;;;"scraped";"https://www.petsplace.nl/royal-canin-norwegian-forest-cat-adult-kattenvoer-m-3182550825405-pps";
"3182550707367";"Royal Canin Outdoor";"Royal Canin";"Kat";"Droogvoer";"Volwassen";"Volledig";"Rijst, maïs, dierlijke vetten, hydrolysaat van dierlijke eiwitten, maïsgluten, isolaat van plantaardige eiwitten*, bietenpulp, visolie, mineralen, kopraolie, sojaolie, fructo-oligo-sacchariden, hydrolysaat van gist (bron van manno-oligo-sacchariden), hydrolysaat van schaaldieren (bron van glucosamine), tagetes (afrikaan) extract (bron van luteïne), hydrolysaat van kraakbeen (bron van chondroïtine), gedehydreerde gevogelte-eiwitten, tarwe, gist en delen daarvan *l.i.p.: hoogwaardige eiwitten die zeer goed verteerbaar zijn.";"Ruw vet: 20.00 %, Ruwe as: 7.20 %, Ruwe celstof: 1.30 %, Ruw eiwit: 30.00 %, EPA/DHA: 4.00 g";"";;;;"scraped";"https://www.petsplace.nl/royal-canin-outdoor-kattenvoer-m-3182550707367-pps";
